age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
70,167.2,60.2,3297,0.79,5000.0,894.3353290959652
36,177.8,73.1,2368,0.17,5000.0,500.0
53,182.4,72.2,1627,0.27,5175.89104031576,500.0
22,160.6,88.6,858,0.23,5175.89104031576,3195.0854436875466
25,165.7,71.9,2265,0.85,5175.89104031576,7247.651956085897
73,167.5,71.4,500,0.16,5175.89104031576,19189.593052364064
26,159.4,73.2,2391,0.08,5000.0,13452.185153603868
19,184.6,86.2,4252,0.27,5000.0,500.0
55,169.8,59.3,500,0.99,5175.89104031576,500.0
54,178.4,53.3,2511,0.59,5175.89104031576,24904.077258647285
67,171.8,59.5,2345,0.19,5000.0,12026.43769876255
41,155.3,69.7,1989,0.11,5175.89104031576,6617.7104756558
48,174.4,61.0,1131,0.06,5000.0,18195.158740213275
41,156.3,59.6,3877,0.69,5000.0,24453.461863581266
46,173.0,76.7,4112,0.07,5175.89104031576,30351.331916078558
55,175.2,44.7,987,0.02,5000.0,13882.841056177624
20,173.6,55.9,4060,0.19,5000.0,36404.34786527911
52,154.6,75.6,3933,0.19,5000.0,13819.589570110342
67,156.7,95.2,1867,0.79,5175.89104031576,16761.22188423294
67,179.9,73.1,1152,0.29,5175.89104031576,27408.556867513897
29,179.8,55.1,2175,0.66,5175.89104031576,500.0
71,178.8,56.0,3447,0.87,5000.0,500.0
23,166.8,106.0,716,0.71,5000.0,500.0
29,174.2,62.6,1423,0.91,5175.89104031576,13663.08375723242
40,163.9,91.6,2741,0.01,5175.89104031576,500.0
60,173.9,74.6,4276,0.15,5175.89104031576,16040.427506050592
58,151.3,81.4,3772,0.37,5175.89104031576,500.0
26,170.5,77.9,657,0.43,5175.89104031576,13996.712302238768
57,163.5,97.9,3183,0.87,5175.89104031576,11329.728378623
49,169.0,66.1,2558,0.93,5000.0,1207.6940848372165
40,180.0,74.8,1175,0.84,5175.89104031576,22166.333438067617
60,176.9,79.4,3042,0.03,5175.89104031576,34442.777781919875
58,170.0,64.1,2724,0.11,5175.89104031576,18479.79922513718
69,170.2,69.6,2454,0.96,5000.0,5055.858292189139
69,197.0,78.1,2321,0.67,5175.89104031576,500.0
38,161.5,83.3,3720,0.86,5000.0,8333.450879489175
42,166.5,65.0,2507,0.21,5175.89104031576,32502.45738968504
71,164.2,70.7,956,0.42,5175.89104031576,31005.98202931224
59,163.3,43.6,1236,0.82,5175.89104031576,30334.938442549043
42,167.2,68.1,770,0.2,5175.89104031576,500.0
53,178.9,79.9,965,0.18,5000.0,18936.896712549995
52,168.8,53.4,1184,0.53,5175.89104031576,19058.859948114423
35,170.3,55.1,2704,0.26,5175.89104031576,17229.709250531378
27,153.2,64.5,3519,0.76,5175.89104031576,500.0
41,170.4,69.2,2639,0.6,5175.89104031576,26010.58630043527
51,156.2,60.3,1130,0.57,5000.0,831.8943462970913
28,175.5,54.8,3633,0.77,5000.0,19853.504939045702
28,163.1,58.4,3327,0.11,5000.0,500.0
18,163.8,72.6,3042,0.61,5000.0,500.0
24,157.5,85.0,5221,0.78,5175.89104031576,24205.827351714302
62,165.5,89.5,2059,0.57,5175.89104031576,500.0
37,162.8,103.5,3462,0.5,5000.0,9702.850550364954
75,168.2,85.5,2599,0.28,5175.89104031576,500.0
73,172.9,78.6,4151,0.69,5175.89104031576,12190.848654481688
36,167.6,88.5,2001,0.28,5000.0,500.0
18,153.4,40.5,748,0.79,5000.0,500.0
27,179.6,90.3,1599,0.21,5000.0,34003.250488952915
53,175.7,64.9,3250,0.66,5000.0,16924.14431523937
73,183.5,52.5,4054,0.61,5000.0,500.0
67,159.3,79.1,699,0.44,5000.0,500.0
44,166.2,80.6,500,0.67,5175.89104031576,11811.9366116146
60,181.6,82.3,1487,0.44,5175.89104031576,500.0
56,186.0,71.2,2102,0.81,5175.89104031576,13988.983737372526
32,176.1,88.5,2603,0.8,5175.89104031576,36000.05811992677
61,171.2,70.4,2274,0.78,5175.89104031576,7929.581346369373
65,170.7,56.2,1144,0.43,5175.89104031576,500.0
35,180.2,91.4,838,0.51,5175.89104031576,1090.0649195052767
64,181.4,88.2,3337,0.67,5000.0,32790.127870949305
26,176.0,75.7,1954,0.96,5175.89104031576,6366.342859916189
65,172.4,84.1,1852,0.84,5175.89104031576,500.0
60,173.7,82.2,1497,0.48,5175.89104031576,500.0
53,172.4,56.2,910,0.45,5175.89104031576,500.0
26,171.1,68.6,2315,0.3,5000.0,17200.94367853948
60,169.1,77.1,3168,0.91,5000.0,32475.35973374233
65,163.9,80.7,2261,0.71,5175.89104031576,20687.0584415222
55,167.1,89.8,2953,0.07,5175.89104031576,500.0
62,153.4,54.6,2560,0.45,5000.0,20101.202727313528
25,156.9,65.9,1731,0.67,5175.89104031576,500.0
65,163.6,88.4,3778,0.8,5175.89104031576,500.0
52,166.2,44.3,1581,0.09,5175.89104031576,28646.555726940034
47,154.5,59.3,855,0.07,5175.89104031576,500.0
61,173.6,64.7,2789,0.02,5175.89104031576,500.0
52,154.0,72.4,1605,0.97,5000.0,4721.270985384865
46,161.7,94.2,737,0.5,5175.89104031576,500.0
70,168.8,64.4,2490,0.58,5175.89104031576,11850.369614690995
69,167.8,56.6,2259,0.41,5000.0,500.0
45,168.6,76.9,1428,0.75,5000.0,3185.468954054042
68,163.9,37.5,500,0.63,5000.0,13519.885861560002
62,159.0,54.6,1580,0.83,5175.89104031576,500.0
37,174.8,46.6,2403,0.36,5000.0,500.0
18,172.1,48.5,4391,0.95,5175.89104031576,500.0
38,156.2,61.8,2457,0.95,5000.0,26128.687156751723
27,181.2,59.8,1430,0.09,5175.89104031576,500.0
33,157.8,83.1,5013,0.56,5000.0,23530.673118409748
74,173.0,93.2,1923,0.85,5000.0,9548.136652521298
56,184.5,63.8,1564,0.05,5175.89104031576,500.0
51,163.8,82.1,1504,0.39,5175.89104031576,500.0
26,186.8,69.4,2709,0.84,5175.89104031576,500.0
66,156.6,49.3,1152,0.2,5000.0,500.0
18,169.1,70.5,2275,0.06,5175.89104031576,638.3048473143879
52,172.5,67.9,1704,0.04,5175.89104031576,9216.207178620856
37,170.3,90.3,3213,0.68,5175.89104031576,23775.17553018986
54,173.7,91.9,3569,0.85,5000.0,14231.52245693375
46,162.3,56.6,4556,0.31,5000.0,14310.105944880894
55,155.9,77.1,1352,0.11,5000.0,500.0
47,178.6,97.3,2697,0.07,5000.0,4136.961924127789
49,168.8,79.7,1013,0.55,5000.0,500.0
56,164.2,82.4,963,0.06,5175.89104031576,13706.389154946404
40,154.5,83.4,986,0.46,5000.0,500.0
58,186.4,78.8,2730,0.49,5000.0,13357.067779901594
56,183.5,68.8,2601,0.04,5175.89104031576,500.0
75,179.0,70.8,3513,0.31,5000.0,11455.912046514111
56,156.2,87.3,500,0.01,5175.89104031576,500.0
25,191.8,71.8,855,0.36,5175.89104031576,500.0
64,178.9,53.7,1960,0.86,5175.89104031576,500.0
23,178.2,46.3,2752,0.72,5000.0,500.0
23,158.7,75.8,3039,0.64,5000.0,500.0
70,162.7,64.0,2403,0.77,5175.89104031576,29413.15319571625
51,169.2,84.8,1570,0.59,5000.0,500.0
66,172.9,74.9,574,0.29,5175.89104031576,500.0
45,168.5,60.7,500,0.38,5000.0,500.0
66,167.0,87.0,2824,0.01,5175.89104031576,500.0
23,191.3,59.5,1853,0.1,5175.89104031576,500.0
72,171.4,59.9,2420,0.51,5000.0,500.0
46,171.9,53.4,2932,0.07,5175.89104031576,3833.5896443069296
59,152.4,46.7,500,0.9,5175.89104031576,6107.272197303814
72,162.5,64.7,1293,0.06,5000.0,500.0
19,184.1,77.1,3539,0.59,5000.0,13612.407133409852
35,171.5,81.4,1281,0.21,5000.0,500.0
37,176.2,90.4,778,0.78,5000.0,500.0
69,185.6,94.2,1869,0.39,5000.0,2254.314623514069
58,164.7,66.6,2706,0.83,5175.89104031576,3877.8074054585
22,171.6,85.7,4569,0.13,5175.89104031576,8396.190455944006
29,153.9,70.7,2556,0.42,5175.89104031576,11820.033586900914
71,174.9,55.1,1180,0.2,5175.89104031576,500.0
65,160.2,90.5,2399,0.97,5175.89104031576,13779.911053967198
23,149.0,77.2,1351,0.74,5175.89104031576,9969.833540004722
59,183.9,67.6,3891,0.95,5175.89104031576,500.0
64,159.9,56.0,2628,0.89,5000.0,500.0
68,155.3,73.5,2581,0.55,5175.89104031576,500.0
32,167.9,50.7,3001,0.63,5175.89104031576,18178.48080575543
21,179.8,94.4,2445,0.16,5000.0,18360.716974486066
29,172.6,79.2,2105,0.31,5175.89104031576,23766.373186543675
60,163.1,101.7,1982,0.62,5000.0,9653.4511909497
39,179.0,59.0,500,0.87,5000.0,500.0
34,165.0,87.1,2326,0.84,5175.89104031576,11882.756633659226
40,174.4,50.1,1805,1.0,5000.0,19980.93728354916
55,180.9,68.7,2442,0.23,5000.0,10830.209741177352
30,165.7,59.4,2287,0.63,5000.0,15593.449927134465
31,169.9,78.7,3129,0.37,5000.0,500.0
53,166.8,66.4,3368,0.15,5175.89104031576,26082.714823492417
18,171.2,88.1,2133,0.53,5000.0,14464.390802440605
42,159.0,47.9,2623,0.14,5175.89104031576,26853.928695081147
26,163.4,66.7,1157,0.72,5175.89104031576,500.0
35,173.6,97.0,1439,0.56,5175.89104031576,1553.518786046312
58,178.2,77.1,2001,0.19,5175.89104031576,4633.762084686702
51,161.0,44.8,3818,0.84,5175.89104031576,20034.737506766676
32,164.5,80.0,4212,0.95,5175.89104031576,7340.3351191521215
72,152.4,79.6,2069,0.98,5175.89104031576,16729.46577317209
58,162.8,82.3,2608,0.97,5175.89104031576,2416.768672252488
75,166.7,65.4,3743,0.19,5175.89104031576,500.0
59,173.2,74.1,4684,0.85,5175.89104031576,7541.902739157582
53,166.0,91.5,2399,0.99,5000.0,24371.0037136856
65,177.1,57.5,1036,0.02,5000.0,6920.134906394364
56,162.4,67.1,2735,0.64,5000.0,8307.651250757117
35,149.5,62.2,3165,0.68,5175.89104031576,22622.735913297944
74,191.0,90.6,1239,0.14,5175.89104031576,19392.197578300144
47,161.6,71.6,1733,0.5,5175.89104031576,500.0
65,165.3,83.4,1742,0.89,5000.0,500.0
55,165.9,53.4,3063,0.57,5175.89104031576,1611.287603662131
40,177.0,61.1,2588,0.24,5000.0,500.0
41,159.5,86.7,3257,0.29,5000.0,500.0
18,169.2,54.2,616,0.45,5175.89104031576,18874.85325054591
28,194.5,67.8,3520,0.56,5000.0,9040.682277470049
74,159.5,66.5,1557,0.75,5175.89104031576,14999.72299381132
44,185.3,63.0,5229,0.46,5000.0,31985.810502368557
24,173.0,53.4,500,0.5,5000.0,1554.9784895225127
53,176.2,67.0,4676,0.78,5000.0,13604.61722709536
18,151.1,54.9,3744,0.43,5000.0,20173.07938820862
27,195.0,54.6,1247,0.52,5175.89104031576,500.0
30,175.9,77.9,3213,0.44,5175.89104031576,500.0
66,160.6,92.5,2925,0.46,5175.89104031576,500.0
41,172.1,69.0,3261,0.19,5175.89104031576,7154.395349257562
66,173.9,65.2,1029,0.93,5175.89104031576,500.0
35,181.1,73.2,1423,0.16,5000.0,500.0
31,164.4,53.9,1433,0.77,5175.89104031576,500.0
66,152.7,77.5,1998,0.3,5000.0,500.0
27,170.0,46.9,3940,0.33,5175.89104031576,39248.30414047689
65,171.4,70.9,2124,0.49,5175.89104031576,500.0
71,160.2,72.0,1848,0.06,5175.89104031576,10887.25496705418
22,172.9,70.3,2822,0.41,5000.0,13326.76587975578
63,189.4,64.9,2006,0.4,5175.89104031576,15604.632244799475
61,163.5,56.1,500,0.65,5175.89104031576,500.0
42,163.3,60.0,2385,0.4,5000.0,500.0
26,175.0,59.9,1031,0.98,5175.89104031576,500.0
66,174.6,95.0,1984,0.9,5175.89104031576,500.0
22,189.2,76.9,500,0.33,5000.0,595.1847956795953
71,174.7,69.3,2191,0.04,5175.89104031576,5169.781301290168
70,156.7,80.3,1944,0.53,5000.0,500.0
29,162.7,76.2,4457,0.49,5175.89104031576,19189.51348210835
22,176.9,76.4,2472,0.02,5000.0,1201.466648638526
22,171.5,64.7,2331,0.09,5175.89104031576,500.0
26,161.4,72.9,3578,0.24,5175.89104031576,18516.1132155603
47,173.0,89.8,2338,0.37,5000.0,500.0
54,170.6,53.8,3142,0.75,5000.0,500.0
18,160.3,80.4,3973,0.96,5175.89104031576,572.9266151975784
54,170.5,76.5,2674,0.49,5175.89104031576,30363.87959455731
69,165.3,62.3,2960,0.8,5175.89104031576,14080.011328406055
75,173.4,94.1,2421,0.23,5000.0,500.0
72,161.9,48.1,2986,0.17,5175.89104031576,500.0
72,175.5,71.8,2110,0.54,5175.89104031576,500.0
39,162.4,74.1,2804,0.25,5000.0,1315.377855211905
22,170.8,86.5,3636,0.82,5175.89104031576,21181.08585150106
58,149.0,90.6,2097,0.15,5000.0,500.0
51,166.8,54.2,3397,0.93,5000.0,6128.1928851452185
23,165.7,62.6,2470,0.68,5175.89104031576,500.0
65,170.9,99.7,500,0.34,5175.89104031576,500.0
27,169.3,52.0,1506,0.32,5000.0,7007.917918744598
65,168.0,62.4,3696,0.33,5175.89104031576,12949.209513611304
31,180.5,52.0,4314,0.89,5175.89104031576,20528.42637765688
68,165.1,71.4,3562,0.68,5000.0,26719.766365983825
24,191.0,68.3,3467,0.29,5000.0,6906.560132168931
25,166.9,83.4,4029,0.08,5000.0,500.0
35,174.3,105.8,1730,0.25,5175.89104031576,1089.5843742795637
37,173.6,57.2,500,0.35,5000.0,25395.491172086597
42,178.7,91.0,2982,0.14,5000.0,18103.21455626846
50,159.6,52.3,1045,0.25,5175.89104031576,500.0
41,168.8,44.8,2851,0.97,5000.0,5599.206451980024
52,173.3,50.6,2073,0.4,5175.89104031576,7696.4604789687455
51,168.8,77.8,1430,0.5,5175.89104031576,500.0
56,173.3,52.1,3878,0.09,5000.0,24966.680645123488
67,183.6,64.9,4221,0.18,5000.0,500.0
42,163.1,45.6,3159,0.86,5000.0,500.0
43,177.8,35.9,1861,0.82,5000.0,14053.821598274068
72,181.7,82.3,500,0.31,5175.89104031576,500.0
56,171.2,74.4,500,0.51,5175.89104031576,500.0
23,171.8,64.8,3426,0.43,5175.89104031576,500.0
27,165.4,37.3,3576,0.48,5175.89104031576,12009.026420338245
32,169.2,72.2,4593,0.18,5175.89104031576,25083.01001514254
62,174.5,87.5,4706,0.18,5175.89104031576,12816.893600619926
62,177.7,45.4,500,0.02,5000.0,14621.737792041486
49,167.6,60.2,2764,0.36,5000.0,8970.35321686117
75,171.0,63.4,2685,0.94,5000.0,500.0
18,166.3,71.0,3028,0.27,5175.89104031576,500.0
65,182.7,69.2,3776,0.28,5000.0,500.0
42,189.0,50.7,2556,0.74,5175.89104031576,500.0
39,150.4,69.2,4457,0.16,5175.89104031576,21874.777111711373
75,175.1,65.4,1893,0.82,5000.0,17360.680783560034
33,169.1,53.0,3864,0.31,5000.0,500.0
65,179.7,43.7,2562,0.24,5000.0,500.0
64,167.0,87.8,3231,0.42,5000.0,500.0
28,162.9,53.6,3571,0.98,5175.89104031576,23426.68977199119
69,161.9,78.2,500,0.18,5175.89104031576,11181.837922915876
30,161.0,57.1,2680,0.93,5000.0,10554.154977667216
35,174.0,57.2,1160,0.56,5175.89104031576,2328.801471800949
58,170.5,42.5,4529,0.01,5175.89104031576,2672.1068729896947
56,149.7,64.5,2660,0.05,5175.89104031576,28321.516227569453
18,162.9,61.1,3818,0.1,5175.89104031576,8300.46583239124
42,166.5,78.3,2810,0.18,5000.0,500.0
20,147.9,89.5,1132,0.02,5000.0,500.0
33,168.3,75.0,2934,0.83,5175.89104031576,500.0
64,185.6,62.3,3948,0.81,5175.89104031576,500.0
19,184.3,75.9,3011,0.6,5000.0,500.0
62,167.4,77.7,3748,0.71,5175.89104031576,2684.4695325176995
38,158.8,77.2,4447,0.65,5000.0,10681.465007401455
65,153.7,60.8,1185,0.69,5175.89104031576,500.0
24,161.3,60.5,2951,0.56,5175.89104031576,20974.301162694257
66,183.9,59.1,4912,0.39,5175.89104031576,500.0
49,160.1,86.6,820,0.72,5175.89104031576,500.0
35,176.1,62.3,2429,0.71,5175.89104031576,26763.66936599364
32,183.1,61.1,3777,0.46,5000.0,500.0
61,174.0,64.4,3228,0.79,5175.89104031576,500.0
40,171.2,69.3,1135,0.11,5000.0,500.0
68,160.2,74.1,3428,0.77,5175.89104031576,7665.501956720779
63,174.1,62.4,3329,0.26,5175.89104031576,9723.925134365028
66,167.0,74.7,2719,0.4,5175.89104031576,11417.638722648697
44,163.2,47.7,500,0.68,5175.89104031576,21053.931248540583
62,176.8,74.9,2788,0.29,5000.0,500.0
33,169.8,77.7,1913,0.31,5000.0,34017.81240468688
39,161.5,55.4,703,0.84,5175.89104031576,579.3974887282877
62,164.5,47.7,1743,0.15,5175.89104031576,500.0
45,180.3,60.0,1490,0.25,5000.0,500.0
23,183.6,83.5,2387,0.81,5000.0,500.0
33,175.4,86.7,1650,0.75,5000.0,500.0
58,174.5,79.7,1699,0.96,5000.0,500.0
63,160.3,85.4,1710,0.79,5000.0,500.0
23,162.4,50.6,1913,0.57,5175.89104031576,500.0
27,184.2,64.0,3735,0.46,5175.89104031576,14374.479940607383
32,182.8,103.2,2484,0.16,5000.0,14474.521230572302
18,158.3,76.4,2843,0.01,5000.0,26655.42600553518
64,176.0,79.5,2570,0.98,5000.0,500.0
50,171.9,67.2,1464,0.27,5175.89104031576,500.0
43,173.8,71.3,4198,0.7,5175.89104031576,14246.97701548475
67,176.1,83.3,1198,0.94,5175.89104031576,500.0
66,179.5,69.9,5088,0.7,5000.0,23093.695647026463
30,178.2,71.0,4009,0.44,5000.0,15930.351154972464
70,160.7,56.1,3755,0.76,5175.89104031576,500.0
74,153.2,48.0,4254,0.67,5175.89104031576,22102.44353761702
51,174.1,58.5,2652,0.92,5175.89104031576,500.0
68,177.2,72.8,3892,0.46,5175.89104031576,27810.673063023347
31,151.8,53.8,3186,0.75,5175.89104031576,500.0
27,182.5,97.1,2520,0.12,5175.89104031576,500.0
37,173.3,82.0,1953,0.15,5175.89104031576,22358.98789092836
68,159.0,104.0,3337,0.26,5000.0,9360.63279862444
37,145.1,59.9,3913,0.45,5000.0,7953.799822435008
60,178.0,88.2,2490,0.79,5175.89104031576,500.0
62,179.7,57.1,3789,0.8,5175.89104031576,13341.7583098797
63,147.6,71.3,4778,0.43,5175.89104031576,2641.151354966029
28,168.7,63.8,2987,0.16,5000.0,3426.8492967480315
43,167.7,70.7,2747,0.27,5175.89104031576,500.0
43,188.9,101.1,2094,0.0,5000.0,10948.885245464136
40,178.1,66.0,3519,0.74,5175.89104031576,500.0
42,176.0,74.8,3649,0.97,5175.89104031576,13631.273362718714
58,161.8,61.9,1806,0.54,5000.0,2128.8012275159435
49,177.9,101.3,3775,0.94,5175.89104031576,14521.179108027844
20,178.2,74.4,1796,0.57,5000.0,11060.72741605227
58,164.8,89.0,2942,0.56,5000.0,500.0
26,182.1,31.7,2481,0.75,5000.0,28980.833570178074
20,161.1,75.9,2266,0.48,5000.0,12869.202257204117
25,145.0,79.9,3683,0.07,5175.89104031576,500.0
53,160.7,61.4,2419,0.74,5000.0,37750.6758208805
32,175.6,86.5,2467,0.93,5175.89104031576,16185.064244023328
64,178.5,90.0,1720,0.92,5175.89104031576,500.0
63,165.0,51.8,2586,0.47,5175.89104031576,3038.268646070213
48,174.2,80.2,1369,0.02,5000.0,4980.213631587762
57,168.3,53.4,2287,0.01,5175.89104031576,14917.002154526905
48,193.7,57.1,2726,1.0,5175.89104031576,12007.005961914414
22,166.4,84.7,3178,0.13,5000.0,2203.0337080929994
61,164.3,82.5,3185,0.27,5000.0,27523.765043023657
21,177.6,63.7,4034,0.25,5175.89104031576,2631.080774396934
37,155.2,89.3,2070,0.51,5175.89104031576,11058.632095273046
62,170.5,48.7,3900,0.76,5000.0,500.0
26,162.5,79.4,2880,0.7,5175.89104031576,3101.351547694001
29,180.6,65.9,2368,0.37,5000.0,500.0
30,166.8,69.4,3843,0.11,5000.0,28080.90904383448
33,144.7,71.2,2072,0.03,5000.0,500.0
23,164.1,49.0,3103,0.95,5000.0,38277.86419615981
22,159.8,67.9,1384,0.84,5175.89104031576,2395.4385667881565
31,152.9,93.1,2351,0.01,5000.0,500.0
63,166.4,71.8,4015,0.22,5000.0,22486.123986927105
28,168.1,57.6,4563,0.36,5175.89104031576,29082.45170326341
38,183.2,78.5,2855,0.39,5000.0,500.0
69,160.9,83.7,1550,0.48,5175.89104031576,500.0
40,158.3,79.7,3992,0.06,5000.0,16257.947402038808
73,182.9,76.6,1273,0.56,5000.0,16669.916243296364
38,181.8,67.8,3854,0.01,5000.0,29941.452177603147
66,175.6,70.4,3761,0.08,5175.89104031576,5867.287044229895
28,170.2,83.2,3136,0.55,5175.89104031576,500.0
63,159.4,66.7,2272,0.76,5000.0,4071.252166028845
24,180.2,83.2,3160,0.74,5175.89104031576,8655.723626350307
56,179.4,64.1,592,0.73,5000.0,500.0
65,170.3,47.6,2219,0.79,5000.0,6917.19408936927
58,160.4,89.3,886,0.8,5000.0,500.0
54,189.8,60.6,1988,0.43,5000.0,10733.681672929755
57,174.0,79.0,1067,0.96,5000.0,500.0
38,167.6,58.2,2031,0.21,5000.0,500.0
45,161.0,63.7,3117,0.68,5175.89104031576,6603.535706612271
33,164.4,64.0,2019,1.0,5175.89104031576,4652.518842300937
51,171.6,62.8,2321,0.45,5175.89104031576,500.0
58,155.6,49.1,3861,0.51,5175.89104031576,11085.79416369356
42,162.5,54.5,1201,0.48,5175.89104031576,14451.314157669694
46,184.1,74.9,1739,0.1,5175.89104031576,500.0
63,154.6,66.8,2454,0.97,5175.89104031576,500.0
28,164.7,67.6,2824,0.34,5000.0,3542.798050055929
59,173.4,100.6,1709,0.08,5000.0,500.0
55,165.3,80.5,2262,0.8,5175.89104031576,500.0
23,158.7,62.7,2672,0.37,5000.0,6092.632886191398
24,177.0,35.7,517,0.06,5175.89104031576,500.0
71,161.9,73.3,2345,0.04,5175.89104031576,500.0
18,166.6,80.2,4002,0.61,5000.0,3867.6054529594185
58,169.2,61.4,2356,0.52,5000.0,4574.687759409776
63,165.0,77.1,1803,0.19,5000.0,6632.956761864
59,184.8,79.4,2793,0.34,5000.0,500.0
25,173.5,63.4,1596,0.69,5175.89104031576,870.584991213883
71,149.4,69.6,3394,0.26,5000.0,28049.25108127501
72,176.7,50.8,1930,0.17,5175.89104031576,20374.39103270054
66,160.5,73.3,3762,0.32,5175.89104031576,14793.912515869875
22,159.9,78.7,2260,0.28,5000.0,500.0
69,178.3,64.5,500,0.05,5175.89104031576,500.0
31,183.2,74.9,1705,0.16,5175.89104031576,500.0
61,165.3,72.1,839,0.52,5000.0,15165.16635192171
42,176.0,75.4,2357,0.63,5000.0,500.0
24,174.1,95.0,2075,0.77,5175.89104031576,500.0
28,174.7,69.9,1163,0.29,5175.89104031576,500.0
69,172.3,70.7,1817,0.56,5175.89104031576,500.0
41,160.4,65.0,3750,0.26,5000.0,500.0
35,170.8,48.6,2541,0.85,5175.89104031576,13760.457854977982
62,179.2,76.0,2996,0.66,5175.89104031576,6537.676855142859
20,181.7,86.8,2242,0.95,5175.89104031576,14911.12920217478
40,178.2,84.1,828,0.23,5000.0,500.0
26,174.3,52.0,3257,0.24,5175.89104031576,500.0
19,173.1,49.8,1606,0.57,5175.89104031576,500.0
39,168.9,66.0,2350,0.2,5175.89104031576,500.0
29,185.0,42.6,3328,0.94,5000.0,500.0
22,168.6,68.0,1288,0.87,5175.89104031576,2338.112333817608
60,183.6,53.8,2975,0.89,5000.0,500.0
38,153.5,53.5,3092,0.69,5000.0,30315.55775728683
63,166.2,60.2,2803,0.87,5000.0,26211.07905727228
32,159.8,57.0,500,0.51,5000.0,10068.664617903576
43,173.3,87.1,3614,0.65,5175.89104031576,8715.565851233325
66,172.7,82.7,1924,0.83,5000.0,500.0
24,189.4,69.4,3338,0.21,5000.0,7561.916873700494
60,173.4,70.9,2241,0.4,5000.0,14843.576487645369
35,169.6,91.6,5234,0.79,5175.89104031576,27207.06764535245
73,164.7,53.9,1998,0.58,5175.89104031576,30054.40933944837
48,169.1,88.7,3823,0.49,5175.89104031576,500.0
36,184.5,75.5,4844,0.38,5000.0,18176.534342321604
34,182.7,87.9,3691,0.45,5175.89104031576,500.0
28,169.3,69.3,3718,0.24,5000.0,500.0
39,159.5,75.7,2487,0.32,5175.89104031576,500.0
55,190.5,42.7,1359,0.63,5175.89104031576,12947.553249587192
31,158.4,46.1,2749,0.94,5000.0,15837.393391736972
29,180.8,47.7,2394,0.98,5175.89104031576,4187.396917176197
63,178.2,79.6,500,0.17,5175.89104031576,14606.190716419766
74,179.4,80.7,2844,0.29,5175.89104031576,28689.316266451555
61,165.1,51.5,2402,0.19,5175.89104031576,8363.244853996668
59,168.6,58.0,956,0.85,5000.0,500.0
66,162.4,57.6,2044,0.26,5175.89104031576,3930.95538512039
58,173.4,74.6,2837,0.39,5000.0,33225.55425269809
24,155.9,100.4,2709,0.78,5000.0,500.0
75,185.4,75.7,4662,0.39,5175.89104031576,13924.517413636251
19,165.5,71.5,3716,0.28,5000.0,500.0
75,171.6,92.8,3495,0.58,5000.0,7599.672720166204
56,163.2,108.9,2348,0.18,5175.89104031576,21113.27636768589
62,191.2,61.7,500,0.02,5175.89104031576,500.0
40,190.0,68.7,884,0.29,5000.0,14376.438833682334
22,172.7,90.2,3059,0.77,5175.89104031576,7217.977715068121
29,171.4,72.0,3675,0.7,5175.89104031576,27701.996539834145
26,192.3,63.4,5271,0.7,5000.0,26040.812091448945
43,175.1,65.7,2847,0.76,5175.89104031576,33544.04291451291
32,173.1,84.0,1321,0.38,5175.89104031576,500.0
44,163.7,70.2,2761,0.27,5000.0,13328.93030342058
51,164.3,67.7,1686,0.06,5000.0,500.0
43,174.0,74.0,2147,0.97,5175.89104031576,27630.264700699638
58,188.7,82.7,2794,0.16,5175.89104031576,1273.8157299253128
63,169.7,84.5,500,0.79,5000.0,500.0
36,158.5,93.3,1089,0.15,5000.0,500.0
58,174.2,83.5,1231,0.69,5000.0,1396.4445400010422
39,165.2,84.4,3384,0.81,5175.89104031576,500.0
19,154.8,83.6,2391,0.47,5175.89104031576,7138.860650781607
24,186.6,72.0,2678,0.6,5000.0,24660.31707304339
18,165.3,74.4,1176,0.36,5175.89104031576,11245.155769496318
68,151.0,50.9,2180,0.61,5175.89104031576,500.0
34,175.3,88.8,2574,0.22,5000.0,500.0
75,172.0,66.6,1257,0.06,5175.89104031576,500.0
47,174.3,89.6,1650,0.4,5175.89104031576,500.0
52,157.7,45.4,2261,0.16,5175.89104031576,15328.642457723092
32,174.0,87.0,1892,0.37,5175.89104031576,500.0
52,171.0,70.5,2245,0.53,5175.89104031576,26644.62662003397
68,177.5,46.2,2261,0.68,5000.0,500.0
19,170.9,75.9,3813,0.62,5175.89104031576,21959.75646115156
69,153.5,71.1,3341,0.98,5000.0,17169.206502443045
22,168.1,81.4,2778,0.48,5000.0,500.0
25,170.5,81.2,4030,0.17,5000.0,10816.56791802729
44,181.5,58.3,852,0.21,5175.89104031576,500.0
66,171.0,76.2,1273,0.05,5175.89104031576,8522.241740684532
74,164.7,72.6,1889,0.19,5175.89104031576,500.0
69,165.8,80.3,500,0.78,5175.89104031576,500.0
47,188.6,51.6,2726,0.2,5000.0,500.0
61,152.8,77.5,2172,0.88,5175.89104031576,500.0
42,170.9,76.2,4467,0.53,5000.0,7133.766701514752
39,179.9,58.8,2989,0.98,5175.89104031576,11767.931119492578
49,173.5,67.7,2426,0.55,5175.89104031576,500.0
61,172.1,75.2,556,0.91,5000.0,26210.28196680767
43,182.7,96.1,2428,0.56,5175.89104031576,500.0
34,180.4,72.5,3043,0.36,5000.0,500.0
55,153.8,61.1,2410,0.81,5175.89104031576,500.0
