age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret,sexe_F,sexe_H,sport_licence_non,sport_licence_oui,niveau_etude_aucun,niveau_etude_bac,niveau_etude_bac+2,niveau_etude_doctorat,niveau_etude_master,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,smoker_non,smoker_oui,nationalité_francaise_non,nationalité_francaise_oui,situation_familiale_célibataire,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
26,171.1,68.6,2315,0.3,5000.0,17200.94367853948,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
60,169.1,77.1,3168,0.91,5000.0,32475.35973374233,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
65,163.9,80.7,2261,0.71,5175.89104031576,20687.0584415222,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
55,167.1,89.8,2953,0.07,5175.89104031576,500.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
62,153.4,54.6,2560,0.45,5000.0,20101.202727313528,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
25,156.9,65.9,1731,0.67,5175.89104031576,500.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
65,163.6,88.4,3778,0.8,5175.89104031576,500.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
52,166.2,44.3,1581,0.09,5175.89104031576,28646.555726940034,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
47,154.5,59.3,855,0.07,5175.89104031576,500.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
61,173.6,64.7,2789,0.02,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
52,154.0,72.4,1605,0.97,5000.0,4721.270985384865,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
46,161.7,94.2,737,0.5,5175.89104031576,500.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
70,168.8,64.4,2490,0.58,5175.89104031576,11850.369614690995,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
69,167.8,56.6,2259,0.41,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False
45,168.6,76.9,1428,0.75,5000.0,3185.468954054042,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
68,163.9,37.5,500,0.63,5000.0,13519.885861560002,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
62,159.0,54.6,1580,0.83,5175.89104031576,500.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
37,174.8,46.6,2403,0.36,5000.0,500.0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
18,172.1,48.5,4391,0.95,5175.89104031576,500.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
38,156.2,61.8,2457,0.95,5000.0,26128.687156751723,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
27,181.2,59.8,1430,0.09,5175.89104031576,500.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
33,157.8,83.1,5013,0.56,5000.0,23530.673118409748,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
74,173.0,93.2,1923,0.85,5000.0,9548.136652521298,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
56,184.5,63.8,1564,0.05,5175.89104031576,500.0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
51,163.8,82.1,1504,0.39,5175.89104031576,500.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
26,186.8,69.4,2709,0.84,5175.89104031576,500.0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
66,156.6,49.3,1152,0.2,5000.0,500.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
18,169.1,70.5,2275,0.06,5175.89104031576,638.3048473143879,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
52,172.5,67.9,1704,0.04,5175.89104031576,9216.207178620856,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
37,170.3,90.3,3213,0.68,5175.89104031576,23775.17553018986,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
54,173.7,91.9,3569,0.85,5000.0,14231.52245693375,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
46,162.3,56.6,4556,0.31,5000.0,14310.105944880894,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
55,155.9,77.1,1352,0.11,5000.0,500.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
47,178.6,97.3,2697,0.07,5000.0,4136.961924127789,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
49,168.8,79.7,1013,0.55,5000.0,500.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
56,164.2,82.4,963,0.06,5175.89104031576,13706.389154946404,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
40,154.5,83.4,986,0.46,5000.0,500.0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
58,186.4,78.8,2730,0.49,5000.0,13357.067779901594,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
56,183.5,68.8,2601,0.04,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
75,179.0,70.8,3513,0.31,5000.0,11455.912046514111,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
56,156.2,87.3,500,0.01,5175.89104031576,500.0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
25,191.8,71.8,855,0.36,5175.89104031576,500.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
64,178.9,53.7,1960,0.86,5175.89104031576,500.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
23,178.2,46.3,2752,0.72,5000.0,500.0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
23,158.7,75.8,3039,0.64,5000.0,500.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
70,162.7,64.0,2403,0.77,5175.89104031576,29413.15319571625,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
51,169.2,84.8,1570,0.59,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
66,172.9,74.9,574,0.29,5175.89104031576,500.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
45,168.5,60.7,500,0.38,5000.0,500.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
66,167.0,87.0,2824,0.01,5175.89104031576,500.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
23,191.3,59.5,1853,0.1,5175.89104031576,500.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
72,171.4,59.9,2420,0.51,5000.0,500.0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
46,171.9,53.4,2932,0.07,5175.89104031576,3833.5896443069296,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False
59,152.4,46.7,500,0.9,5175.89104031576,6107.272197303814,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
72,162.5,64.7,1293,0.06,5000.0,500.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
19,184.1,77.1,3539,0.59,5000.0,13612.407133409852,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
35,171.5,81.4,1281,0.21,5000.0,500.0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
37,176.2,90.4,778,0.78,5000.0,500.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
69,185.6,94.2,1869,0.39,5000.0,2254.314623514069,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
58,164.7,66.6,2706,0.83,5175.89104031576,3877.8074054585,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
22,171.6,85.7,4569,0.13,5175.89104031576,8396.190455944006,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True
29,153.9,70.7,2556,0.42,5175.89104031576,11820.033586900914,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
71,174.9,55.1,1180,0.2,5175.89104031576,500.0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
65,160.2,90.5,2399,0.97,5175.89104031576,13779.911053967198,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
23,149.0,77.2,1351,0.74,5175.89104031576,9969.833540004722,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
59,183.9,67.6,3891,0.95,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
64,159.9,56.0,2628,0.89,5000.0,500.0,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
68,155.3,73.5,2581,0.55,5175.89104031576,500.0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
32,167.9,50.7,3001,0.63,5175.89104031576,18178.48080575543,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
21,179.8,94.4,2445,0.16,5000.0,18360.716974486066,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
29,172.6,79.2,2105,0.31,5175.89104031576,23766.373186543675,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False
60,163.1,101.7,1982,0.62,5000.0,9653.4511909497,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
39,179.0,59.0,500,0.87,5000.0,500.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
34,165.0,87.1,2326,0.84,5175.89104031576,11882.756633659226,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
40,174.4,50.1,1805,1.0,5000.0,19980.93728354916,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
55,180.9,68.7,2442,0.23,5000.0,10830.209741177352,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
30,165.7,59.4,2287,0.63,5000.0,15593.449927134465,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
31,169.9,78.7,3129,0.37,5000.0,500.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
53,166.8,66.4,3368,0.15,5175.89104031576,26082.714823492417,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False
18,171.2,88.1,2133,0.53,5000.0,14464.390802440605,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
42,159.0,47.9,2623,0.14,5175.89104031576,26853.928695081147,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
26,163.4,66.7,1157,0.72,5175.89104031576,500.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
35,173.6,97.0,1439,0.56,5175.89104031576,1553.518786046312,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False
58,178.2,77.1,2001,0.19,5175.89104031576,4633.762084686702,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
51,161.0,44.8,3818,0.84,5175.89104031576,20034.737506766676,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
32,164.5,80.0,4212,0.95,5175.89104031576,7340.3351191521215,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
72,152.4,79.6,2069,0.98,5175.89104031576,16729.46577317209,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
58,162.8,82.3,2608,0.97,5175.89104031576,2416.768672252488,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
75,166.7,65.4,3743,0.19,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
59,173.2,74.1,4684,0.85,5175.89104031576,7541.902739157582,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
53,166.0,91.5,2399,0.99,5000.0,24371.0037136856,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
65,177.1,57.5,1036,0.02,5000.0,6920.134906394364,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
56,162.4,67.1,2735,0.64,5000.0,8307.651250757117,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
35,149.5,62.2,3165,0.68,5175.89104031576,22622.735913297944,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
74,191.0,90.6,1239,0.14,5175.89104031576,19392.197578300144,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
47,161.6,71.6,1733,0.5,5175.89104031576,500.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
65,165.3,83.4,1742,0.89,5000.0,500.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
55,165.9,53.4,3063,0.57,5175.89104031576,1611.287603662131,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
40,177.0,61.1,2588,0.24,5000.0,500.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
41,159.5,86.7,3257,0.29,5000.0,500.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
18,169.2,54.2,616,0.45,5175.89104031576,18874.85325054591,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
28,194.5,67.8,3520,0.56,5000.0,9040.682277470049,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
74,159.5,66.5,1557,0.75,5175.89104031576,14999.72299381132,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
44,185.3,63.0,5229,0.46,5000.0,31985.810502368557,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
24,173.0,53.4,500,0.5,5000.0,1554.9784895225127,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
53,176.2,67.0,4676,0.78,5000.0,13604.61722709536,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
18,151.1,54.9,3744,0.43,5000.0,20173.07938820862,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
27,195.0,54.6,1247,0.52,5175.89104031576,500.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
30,175.9,77.9,3213,0.44,5175.89104031576,500.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
66,160.6,92.5,2925,0.46,5175.89104031576,500.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
41,172.1,69.0,3261,0.19,5175.89104031576,7154.395349257562,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
66,173.9,65.2,1029,0.93,5175.89104031576,500.0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
35,181.1,73.2,1423,0.16,5000.0,500.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
31,164.4,53.9,1433,0.77,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
66,152.7,77.5,1998,0.3,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
27,170.0,46.9,3940,0.33,5175.89104031576,39248.30414047689,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
65,171.4,70.9,2124,0.49,5175.89104031576,500.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
71,160.2,72.0,1848,0.06,5175.89104031576,10887.25496705418,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
22,172.9,70.3,2822,0.41,5000.0,13326.76587975578,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
63,189.4,64.9,2006,0.4,5175.89104031576,15604.632244799475,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
61,163.5,56.1,500,0.65,5175.89104031576,500.0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
42,163.3,60.0,2385,0.4,5000.0,500.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
26,175.0,59.9,1031,0.98,5175.89104031576,500.0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
66,174.6,95.0,1984,0.9,5175.89104031576,500.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
22,189.2,76.9,500,0.33,5000.0,595.1847956795953,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
71,174.7,69.3,2191,0.04,5175.89104031576,5169.781301290168,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
70,156.7,80.3,1944,0.53,5000.0,500.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
29,162.7,76.2,4457,0.49,5175.89104031576,19189.51348210835,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
22,176.9,76.4,2472,0.02,5000.0,1201.466648638526,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
22,171.5,64.7,2331,0.09,5175.89104031576,500.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
26,161.4,72.9,3578,0.24,5175.89104031576,18516.1132155603,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
47,173.0,89.8,2338,0.37,5000.0,500.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
54,170.6,53.8,3142,0.75,5000.0,500.0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
18,160.3,80.4,3973,0.96,5175.89104031576,572.9266151975784,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
54,170.5,76.5,2674,0.49,5175.89104031576,30363.87959455731,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False
69,165.3,62.3,2960,0.8,5175.89104031576,14080.011328406055,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
75,173.4,94.1,2421,0.23,5000.0,500.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
72,161.9,48.1,2986,0.17,5175.89104031576,500.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
72,175.5,71.8,2110,0.54,5175.89104031576,500.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
39,162.4,74.1,2804,0.25,5000.0,1315.377855211905,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
22,170.8,86.5,3636,0.82,5175.89104031576,21181.08585150106,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
58,149.0,90.6,2097,0.15,5000.0,500.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
51,166.8,54.2,3397,0.93,5000.0,6128.1928851452185,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
23,165.7,62.6,2470,0.68,5175.89104031576,500.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
65,170.9,99.7,500,0.34,5175.89104031576,500.0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
27,169.3,52.0,1506,0.32,5000.0,7007.917918744598,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
65,168.0,62.4,3696,0.33,5175.89104031576,12949.209513611304,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
31,180.5,52.0,4314,0.89,5175.89104031576,20528.42637765688,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
68,165.1,71.4,3562,0.68,5000.0,26719.766365983825,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
24,191.0,68.3,3467,0.29,5000.0,6906.560132168931,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
25,166.9,83.4,4029,0.08,5000.0,500.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
35,174.3,105.8,1730,0.25,5175.89104031576,1089.5843742795637,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
37,173.6,57.2,500,0.35,5000.0,25395.491172086597,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
42,178.7,91.0,2982,0.14,5000.0,18103.21455626846,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
50,159.6,52.3,1045,0.25,5175.89104031576,500.0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
41,168.8,44.8,2851,0.97,5000.0,5599.206451980024,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
52,173.3,50.6,2073,0.4,5175.89104031576,7696.4604789687455,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
51,168.8,77.8,1430,0.5,5175.89104031576,500.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
56,173.3,52.1,3878,0.09,5000.0,24966.680645123488,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
67,183.6,64.9,4221,0.18,5000.0,500.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
42,163.1,45.6,3159,0.86,5000.0,500.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
43,177.8,35.9,1861,0.82,5000.0,14053.821598274068,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
72,181.7,82.3,500,0.31,5175.89104031576,500.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
56,171.2,74.4,500,0.51,5175.89104031576,500.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
23,171.8,64.8,3426,0.43,5175.89104031576,500.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
27,165.4,37.3,3576,0.48,5175.89104031576,12009.026420338245,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
32,169.2,72.2,4593,0.18,5175.89104031576,25083.01001514254,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
62,174.5,87.5,4706,0.18,5175.89104031576,12816.893600619926,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
62,177.7,45.4,500,0.02,5000.0,14621.737792041486,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
49,167.6,60.2,2764,0.36,5000.0,8970.35321686117,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
75,171.0,63.4,2685,0.94,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
